ageraw,rs,age
34.97262149,2,35
35.21596167,2,35
35.01916496,2,35
35.1475154,2,35
35.11623546,3,35
34.90570842,3,35
35.22255989,3,35
35.47419576,3,35
35.16390144,3,35
35.08060233,3,35
35.28005476,3,35
34.75271732,3,35
34.97419576,3,35
34.54380561,4,35
35.30477755,4,35
34.81141684,4,35
34.88807666,5,35
36.08338125,0,36
35.57508556,0,36
36.40027379,0,36
36,0,36
36,0,36
36.42607803,0,36
35.76375086,0,36
36.19132101,0,36
36,0,36
35.64199863,0,36
36,0,36
36,0,36
36,0,36
36,0,36
36,0,36
36,0,36
35.67485284,0,36
36.33336071,0,36
36,0,36
36.24172485,0,36
35.54384668,0,36
36,0,36
35.65722108,0,36
36.05048597,0,36
36,0,36
36,0,36
36,1,36
36.09976728,1,36
36.28287474,1,36
36.29221081,1,36
36.10918549,1,36
36.00668036,1,36
35.91400411,1,36
35.88268309,1,36
35.86617385,1,36
36.48087611,1,36
36.28287474,1,36
36.0164271,1,36
36.13382615,1,36
35.63805613,1,36
35.99336071,1,36
36.04774812,1,36
35.65029432,1,36
36.44399726,1,36
36.04501027,1,36
36.21040383,1,36
35.83058179,2,36
35.9890486,2,36
36.35800137,2,36
36.33058179,2,36
35.97689254,2,36
35.93155373,2,36
36.19405886,2,36
35.69127995,2,36
35.51646817,2,36
35.9890486,2,36
36.08881588,2,36
36.1529911,2,36
35.69136208,2,36
36.25823409,2,36
35.58056126,2,36
36.1529911,2,36
35.75271732,3,36
36.07512663,3,36
36.16668036,3,36
36.41114305,3,36
36.39753593,3,36
35.79382615,3,36
36.17207392,4,36
36.33883641,4,36
35.9945243,4,36
35.88654346,4,36
36.08060233,4,36
35.68588638,4,36
36,5,36
35.77582478,5,36
36,5,36
36.26918549,5,36
35.65295003,6,36
35.59425051,6,36
36,7,36
37,0,37
36.78130048,0,37
37.46171116,0,37
37,0,37
37.44793977,0,37
37.23238877,0,37
36.96440794,0,37
37.2910883,0,37
37,0,37
36.60914442,0,37
37,0,37
37,0,37
36.96867899,0,37
37,0,37
37,0,37
36.71446954,0,37
37.08325804,0,37
37,0,37
37,0,37
37.33609856,0,37
36.93034908,0,37
37,0,37
37.40574949,0,37
37,0,37
37.23355236,1,37
37.46440794,1,37
37.13382615,1,37
37.09702943,1,37
37.36895277,1,37
37.32506502,1,37
36.89749487,1,37
37.46162902,1,37
37.27466119,1,37
36.69675565,1,37
37.34157426,1,37
36.8689117,1,37
36.80867899,1,37
37,1,37
36.9945243,1,37
37.07238877,1,37
36.50663929,1,37
36.82236824,1,37
37.18431211,1,37
36.93702943,1,37
37,1,37
36.68306639,1,37
37.4386037,1,37
36.56687201,1,37
36.98083504,1,37
36.601013,1,37
37.19679671,1,37
37.34551677,2,37
37.163889,2,37
36.62984257,2,37
37.25275838,2,37
36.6940178,2,37
37.30195756,2,37
36.78013689,2,37
37.02737851,2,37
37,2,37
37.10798084,2,37
37.20501027,2,37
36.60914442,2,37
37.38537988,2,37
36.90023272,2,37
37.28013689,2,37
37.3020397,2,37
37.48514716,2,37
36.57790554,2,37
37.32240931,2,37
36.63805613,2,37
36.76648871,2,37
37,2,37
36.51920602,3,37
36.95071869,3,37
36.88542094,3,37
36.97262149,3,37
36.84431211,3,37
36.90297057,3,37
37.46590007,3,37
36.72533881,3,37
36.72807666,3,37
36.78951403,3,37
37.29229295,3,37
36.61075975,3,37
36.90297057,3,37
36.51920602,3,37
36.77739904,4,37
36.8524846,4,37
37.21040383,4,37
36.72542094,4,37
36.74176591,4,37
37.42491444,4,37
37.43312799,5,37
37.48900753,5,37
37.41275838,5,37
36.9890486,5,37
36.93582478,6,37
36.68854209,7,37
36.62718686,7,37
37.73629021,0,38
37.62557153,0,38
38.16668036,0,38
38.48900753,0,38
38.10798084,0,38
37.83879535,0,38
38,0,38
38.46042437,0,38
38.20347707,0,38
37.82236824,0,38
37.85368925,0,38
38,0,38
38,0,38
38.06691307,0,38
38.17215606,0,38
38.136564,0,38
38,0,38
37.79660507,0,38
38.05322382,0,38
38.48626968,1,38
38.30469541,1,38
37.93856263,1,38
38.11063655,1,38
38.15290897,1,38
38.31958932,1,38
37.96988364,1,38
38.12167009,1,38
38.01368925,1,38
38.29225188,1,38
38,1,38
37.63386721,1,38
38,1,38
37.77034908,1,38
37.87832991,1,38
38.37828884,1,38
38.4386037,1,38
38.22143737,1,38
37.6080219,1,38
38.32780287,1,38
38.13535934,1,38
38.00821355,1,38
38.03953457,1,38
38.39479808,1,38
37.68588638,1,38
38.31685147,1,38
38.14743326,1,38
38.12714579,1,38
37.94951403,1,38
38.3129911,1,38
37.63262149,2,38
38.38102669,2,38
37.53671458,2,38
37.58877481,2,38
37.61462012,2,38
37.51912389,2,38
37.61067762,2,38
37.83605749,2,38
37.94677618,2,38
37.68854209,2,38
37.75545517,2,38
38.40301164,2,38
38.03285421,2,38
38.21442847,2,38
38.02464066,2,38
37.80473648,2,38
38,2,38
38.37563313,3,38
38.31137577,3,38
38.42757016,3,38
38.31411362,3,38
37.76093087,3,38
37.57790554,3,38
37.74997947,3,38
38.04654346,3,38
38.15572895,3,38
38.30469541,3,38
37.7445859,3,38
37.97809719,3,38
38.09976728,3,38
38.18302533,3,38
38.43312799,3,38
38.01763176,3,38
37.5861191,4,38
37.50277892,4,38
38.23077344,4,38
38.1584668,4,38
38.08607803,4,38
37.80755647,4,38
37.92761123,4,38
38.01916496,4,38
37.54223135,4,38
38.30042437,4,38
37.50277892,5,38
38.39351129,5,38
38.44947296,5,38
37.79926078,5,38
37.90023272,5,38
38.22803559,5,38
38.4890486,6,38
38.44134155,6,38
38.4084052,6,38
37.73355236,6,38
38.05869952,6,38
38.28287474,6,38
38.1420397,6,38
39,0,39
39,0,39
39.36895277,0,39
39,0,39
39,0,39
39,0,39
39,0,39
38.91392197,0,39
39,0,39
39.29229295,0,39
39.42209446,0,39
39,0,39
39,0,39
38.93856263,0,39
38.94250513,0,39
38.69522245,0,39
38.52190281,0,39
39.05048597,0,39
38.56413415,0,39
39,0,39
39,0,39
39,0,39
39,0,39
39.47531828,0,39
39,0,39
39,0,39
39,0,39
39,0,39
39,0,39
39.42757016,1,39
39,1,39
39.25002053,1,39
39.35518138,1,39
38.5340178,1,39
38.5970705,1,39
39.41114305,1,39
39.45221081,1,39
39.24607803,1,39
39,1,39
38.68041068,1,39
39.41396304,1,39
39.39479808,1,39
39.4480219,1,39
39.00273785,1,39
39.30590007,1,39
38.64900753,1,39
38.88380561,1,39
39.32514716,1,39
39.01368925,1,39
39,1,39
38.75819302,1,39
38.63531828,1,39
39.24720055,1,39
38.61619439,2,39
38.64747433,2,39
39.10370979,2,39
39.12167009,2,39
38.74997947,2,39
38.75819302,2,39
38.62830938,2,39
39.22537988,2,39
39.10918549,2,39
38.97809719,2,39
39.09823409,2,39
38.76648871,2,39
39.338889,2,39
38.79104723,2,39
39.12561259,2,39
39.16941821,3,39
38.88380561,3,39
38.52741958,3,39
39.11623546,3,39
39.04658453,3,39
39.3509514,3,39
39.27852156,3,39
38.75827515,3,39
39.01916496,3,39
39.10250513,3,39
38.90844627,3,39
38.60366872,3,39
39.17267625,3,39
39,3,39
39.41935661,3,39
38.98083504,3,39
39.16668036,4,39
38.56960986,4,39
39.15178645,4,39
38.9835729,4,39
39.238987,4,39
38.74184805,4,39
39.24454483,4,39
39.4386037,5,39
38.59433265,5,39
38.94412047,5,39
38.53828884,5,39
38.71712526,5,39
39.07786448,5,39
39.17481177,5,39
38.53828884,6,39
39.37563313,6,39
40.24454483,0,40
40.34978782,0,40
40.08060233,0,40
39.9890486,0,40
40.48900753,0,40
39.55874059,0,40
40,0,40
40,0,40
39.63378508,0,40
40,0,40
39.54505133,0,40
40,0,40
40,0,40
39.88654346,0,40
39.70223135,0,40
40.28553046,0,40
40,0,40
40.40728268,0,40
40.46984257,0,40
40.21716632,0,40
39.67759069,0,40
39.80747433,0,40
40,0,40
40,0,40
40.21048597,0,40
40,0,40
39.75823409,1,40
39.59972621,1,40
40,1,40
40.41114305,1,40
39.68306639,1,40
40,1,40
40.29225188,1,40
39.99726215,1,40
40.00273785,1,40
39.96046543,1,40
40.26370979,1,40
39.7281588,1,40
40.12714579,1,40
40.20339493,1,40
40.1310883,1,40
40.32788501,1,40
39.5394935,1,40
39.85522245,1,40
40.12167009,1,40
39.81415469,1,40
39.91392197,1,40
39.73081451,1,40
40.43039014,1,40
40,1,40
40,2,40
40.46054757,2,40
39.87438741,2,40
40.25279945,2,40
39.90570842,2,40
39.88260096,2,40
39.9945243,2,40
40.25823409,2,40
39.59151266,2,40
40.37990418,2,40
39.91118412,2,40
39.74176591,2,40
39.55600274,2,40
39.56019165,2,40
39.9890486,2,40
39.69683778,2,40
39.67331964,2,40
39.61462012,2,40
40.16394251,3,40
39.96714579,3,40
39.54770705,3,40
40.11345654,3,40
39.83613963,3,40
40.01916496,3,40
40.14477755,3,40
40.38932238,3,40
40.45897331,3,40
40.18310746,3,40
39.95772758,3,40
39.74184805,3,40
39.58329911,3,40
40.44520192,3,40
40,3,40
40.46590007,3,40
39.72143737,4,40
39.82668036,4,40
39.67759069,4,40
40.12988364,4,40
40.0054757,4,40
39.80481862,4,40
40.27731691,4,40
40.47540041,5,40
40.06844627,5,40
40.3059822,5,40
39.80867899,5,40
39.55206023,5,40
40.1584668,5,40
39.72533881,6,40
40.39633128,7,40
39.6080219,7,40
40.75819302,0,41
40.62565366,0,41
40.83605749,0,41
40.83327858,0,41
41.07512663,0,41
41,0,41
41.38162902,0,41
41,0,41
41.34978782,0,41
41.16941821,0,41
41.02464066,0,41
40.94130048,0,41
41.25002053,0,41
41.34431211,0,41
40.64199863,0,41
40.72147844,0,41
40.79225188,1,41
41,1,41
40.67219713,1,41
41.41267625,1,41
41,1,41
40.57670089,1,41
41.10250513,1,41
40.58217659,1,41
41.38106776,1,41
40.51754962,1,41
40.69675565,1,41
41.41122519,1,41
40.9945243,1,41
41.05322382,1,41
41.33883641,1,41
40.67485284,1,41
41.19132101,1,41
40.80199863,1,41
40.62718686,1,41
41.35526352,1,41
41.35526352,1,41
40.51912389,1,41
41,1,41
41.08873374,1,41
40.97535934,1,41
41.08334018,1,41
41.1475154,1,41
40.53945243,2,41
40.54658453,2,41
41,2,41
41.20227242,2,41
40.55318275,2,41
40.59972621,2,41
41.26097194,2,41
40.77188227,2,41
40.8470089,2,41
40.75002053,2,41
40.61462012,2,41
41.42209446,2,41
40.93976728,2,41
41.45075975,2,41
41.2840794,2,41
40.81141684,2,41
41,2,41
41.18310746,2,41
40.85091034,2,41
40.8579603,2,41
41.44246407,2,41
41.49722108,2,41
41.31419576,2,41
41.43578371,2,41
40.54102669,2,41
40.93034908,3,41
41,3,41
40.96714579,3,41
41.33327858,3,41
40.51373032,3,41
40.65850787,3,41
41.31967146,3,41
40.68041068,3,41
41.02190281,3,41
40.60793977,3,41
41.3919781,3,41
41.36186174,3,41
40.58329911,3,41
41.41943874,3,41
41,3,41
41,4,41
41.3865024,4,41
40.7089117,4,41
40.93155373,4,41
40.62710472,4,41
41.29772758,5,41
41.08334018,5,41
40.92334018,5,41
41.28287474,5,41
40.66937714,5,41
41.15572895,5,41
41.10516085,5,41
40.87559206,5,41
40.80867899,6,41
41.10798084,6,41
40.81568789,6,41
41.21587953,6,41
41.37007529,7,41
40.78130048,7,41
40.56960986,8,41
42.09429158,0,42
41.56421629,0,42
42.01916496,0,42
41.60528405,0,42
42,0,42
42.1420397,0,42
42,0,42
42,0,42
41.55326489,0,42
42,0,42
42,0,42
42.31958932,0,42
42,0,42
41.52468172,0,42
41.80199863,0,42
42.48626968,0,42
41.5613963,0,42
42.31137577,0,42
42.18858316,0,42
41.52854209,0,42
42,0,42
41.86069815,0,42
42,0,42
42.08217659,1,42
42.37446954,1,42
41.97262149,1,42
42.43155373,1,42
42,1,42
41.58064339,1,42
41.93308693,1,42
42.02464066,1,42
42.07238877,1,42
42.45494867,1,42
42.33609856,1,42
42.17215606,1,42
42.02858316,1,42
42.29494867,1,42
42,1,42
42.38384668,1,42
41.9835729,1,42
42.34431211,1,42
41.64747433,1,42
41.67211499,1,42
42.40848734,1,42
42.4425462,1,42
41.78677618,1,42
42,1,42
42.03285421,1,42
42.13100616,2,42
42.25275838,2,42
41.57782341,2,42
42.09976728,2,42
42.35244353,2,42
42.19132101,2,42
41.78291581,2,42
42.16933607,2,42
42.38924025,2,42
42.02302533,2,42
42.26370979,2,42
42.12167009,2,42
42.34431211,2,42
42.36895277,2,42
41.88654346,2,42
42,2,42
41.74329911,2,42
42.08060233,2,42
41.66124572,2,42
41.66004107,2,42
42.2499384,2,42
41.73081451,3,42
41.87720739,3,42
42.14477755,3,42
42.00821355,3,42
42.20227242,3,42
42.23077344,3,42
41.80876112,3,42
42.38924025,3,42
41.51646817,3,42
41.86472279,3,42
42.48626968,3,42
41.90724162,3,42
42.48900753,3,42
41.86069815,3,42
42.40574949,3,42
42.11192334,4,42
42.18036961,4,42
42.47531828,4,42
42.45897331,4,42
41.81025325,4,42
41.8020397,4,42
41.9835729,4,42
42.1529911,5,42
42.05596167,6,42
42.08607803,7,42
42.16941821,7,42
41.51091034,7,42
42,9,42
43.4659822,0,43
42.6940178,0,43
42.72268309,0,43
43.11063655,0,43
43,0,43
42.95893224,0,43
43.22143737,0,43
43.19679671,0,43
43,0,43
43.02190281,0,43
42.94951403,0,43
43.34970568,0,43
43,0,43
43,0,43
42.61735797,0,43
43,0,43
43,1,43
42.59425051,1,43
42.61735797,1,43
42.81295003,1,43
42.85368925,1,43
42.58885695,1,43
42.65995893,1,43
42.95345654,1,43
43.08881588,1,43
42.64747433,1,43
42.76640657,1,43
42.76495551,1,43
43.02310746,1,43
43.0054757,1,43
43.15572895,1,43
43.17763176,1,43
43.24180698,1,43
43,1,43
43,1,43
42.78677618,1,43
43.20227242,1,43
42.71986311,1,43
42.82124572,1,43
43.0164271,1,43
42.99178645,1,43
42.5394935,1,43
43.37837098,1,43
43.47805613,1,43
42.81141684,1,43
42.74338125,1,43
43.05596167,1,43
43.36895277,1,43
42.92213552,1,43
43.03953457,1,43
43.23512663,2,43
43.28835044,2,43
42.5559206,2,43
42.66116359,2,43
43.33336071,2,43
42.8564271,2,43
43.17215606,2,43
42.8524846,2,43
43,2,43
42.79221081,2,43
42.61067762,2,43
43.32788501,2,43
43,2,43
42.63926078,2,43
42.79772758,2,43
43.22537988,2,43
43.47813826,2,43
43,2,43
42.61196441,2,43
43.06844627,2,43
42.84427105,2,43
43.38924025,2,43
43.48900753,2,43
42.8689117,2,43
42.55865845,3,43
43.1188501,3,43
43.26370979,3,43
42.83219713,3,43
42.66784394,3,43
42.95225188,3,43
43.00821355,3,43
42.72260096,3,43
43.14477755,3,43
43.06691307,3,43
43.12992471,3,43
43.19953457,3,43
43.12279261,3,43
43.12835044,3,43
43.01368925,3,43
43.08217659,3,43
42.93308693,4,43
43,4,43
43.40574949,4,43
43.4425462,4,43
43.24180698,4,43
43.42877481,4,43
43.43578371,4,43
42.53675565,4,43
43.19132101,4,43
42.74056126,4,43
42.74056126,4,43
43.2663655,4,43
42.98631075,5,43
43.08607803,5,43
42.99178645,5,43
42.86069815,5,43
43.0054757,5,43
42.97415469,5,43
42.99178645,6,43
42.73629021,6,43
43.26765229,6,43
42.54924025,6,43
43.24454483,7,43
44,0,44
44,0,44
44,0,44
44,0,44
44,0,44
44,0,44
43.68922656,0,44
43.81021218,0,44
43.96320329,0,44
44,0,44
44.14361396,0,44
44.01920602,0,44
44.27739904,0,44
44.21861739,0,44
44.16668036,0,44
44.05869952,0,44
43.58603696,0,44
44,0,44
44.19953457,0,44
44.43586585,0,44
44,0,44
44,0,44
44.29776865,0,44
44.42757016,0,44
43.77739904,1,44
44,1,44
43.88533881,1,44
43.70223135,1,44
44.0054757,1,44
44.44125941,1,44
43.86737851,1,44
43.95893224,1,44
44,1,44
44.16668036,1,44
44.38268309,1,44
43.8524846,1,44
44.26362765,1,44
43.61615332,1,44
44.34422998,1,44
44.40301164,1,44
44,1,44
43.66663929,1,44
43.57935661,1,44
44.47805613,1,44
43.59151266,1,44
43.81141684,1,44
44.40027379,1,44
44.46316222,1,44
43.64473648,1,44
43.83605749,1,44
44.32668036,1,44
43.82510609,1,44
44.43039014,1,44
43.99331964,1,44
44.20501027,1,44
44.14477755,1,44
43.54223135,1,44
43.58877481,1,44
44,1,44
43.76648871,1,44
43.73355236,2,44
44.0164271,2,44
43.67485284,2,44
43.61889117,2,44
43.5465024,2,44
43.72807666,2,44
44.48626968,2,44
43.82510609,2,44
43.89475702,2,44
44.18036961,2,44
44.24172485,2,44
44.38110883,2,44
44.08607803,2,44
44.36613279,2,44
44.36621492,2,44
44.43312799,2,44
43.68427105,2,44
44.31137577,2,44
44,2,44
43.89355236,2,44
43.99726215,2,44
43.80320329,2,44
43.50543463,2,44
43.70069815,2,44
44.23077344,2,44
44,2,44
44.23359343,2,44
43.53409993,3,44
43.59151266,3,44
44.46984257,3,44
43.78017796,3,44
44.46872005,3,44
44.44399726,3,44
43.61615332,3,44
44.25823409,3,44
44.37982204,3,44
43.65021218,3,44
44.33883641,3,44
43.54223135,3,44
44.46444901,3,44
44.27304586,3,44
43.91392197,4,44
43.88928131,4,44
44.31145791,4,44
44.45776865,4,44
44.18858316,4,44
44.4495551,4,44
43.56413415,4,44
44.34704997,4,44
44.14631075,4,44
43.90023272,4,44
44.21322382,4,44
43.97809719,5,44
44.27312799,5,44
43.78130048,5,44
43.85804244,5,44
44.22264203,5,44
43.93308693,5,44
43.57790554,5,44
43.88654346,5,44
43.81689254,5,44
43.9890486,6,44
43.58334018,7,44
43.89906913,7,44
43.83879535,7,44
44.26097194,8,44
43.78403833,8,44
45,0,45
45.34422998,0,45
44.87832991,0,45
45,0,45
45,0,45
45.21322382,0,45
44.61457906,0,45
44.65577002,0,45
44.85522245,0,45
45,0,45
45.17215606,0,45
45.25823409,0,45
45.36733744,0,45
45,0,45
44.90844627,0,45
45.47479808,1,45
44.66937714,1,45
45,1,45
44.50277892,1,45
44.66780287,1,45
45.37434634,1,45
45.01368925,1,45
44.95893224,1,45
44.78677618,1,45
45.31419576,1,45
45.07665982,1,45
45.49995893,1,45
44.58056126,1,45
44.60520192,1,45
45.49726215,1,45
44.96328542,1,45
44.76093087,1,45
45.11457906,1,45
44.65303217,1,45
44.63258042,1,45
45.16672142,1,45
44.50817248,1,45
45.39753593,1,45
45,1,45
44.78565366,2,45
45.01373032,2,45
44.79934292,2,45
45.07512663,2,45
45,2,45
44.91943874,2,45
45.04380561,2,45
44.96167009,2,45
44.96440794,2,45
45.40574949,2,45
45.12826831,2,45
44.66116359,2,45
45.1475154,2,45
45.42209446,2,45
44.81415469,2,45
44.79934292,2,45
45.15290897,2,45
44.90997947,2,45
45.36613279,2,45
45.21442847,2,45
44.82120465,2,45
45.16941821,2,45
45.04928131,3,45
44.88807666,3,45
45.39085558,3,45
44.50269678,3,45
44.85522245,3,45
44.83331964,3,45
45.25815195,3,45
45.38932238,3,45
44.72695414,3,45
45.03679671,3,45
44.91118412,3,45
44.50277892,3,45
45,3,45
44.65021218,3,45
44.95225188,3,45
44.65017112,4,45
44.86351814,4,45
44.62710472,4,45
45.05869952,4,45
45.44125941,4,45
45.30477755,4,45
45,4,45
45.00821355,4,45
45.0109514,5,45
44.54102669,5,45
45.24728268,5,45
45.49448323,5,45
45.19679671,5,45
45.34543463,5,45
45.43030801,5,45
44.54223135,5,45
44.5449692,5,45
45.47266256,6,45
44.67211499,6,45
44.61470226,6,45
45.15572895,6,45
45.0164271,6,45
44.52459959,6,45
44.87559206,7,45
44.63104723,7,45
44.6134976,7,45
45.16120465,7,45
44.96440794,8,45
46.29229295,0,46
46,0,46
45.52854209,0,46
46.40728268,0,46
46,0,46
46.37446954,0,46
46.20774812,0,46
46,0,46
46.2554141,0,46
46.1420397,0,46
45.61067762,0,46
46.04928131,0,46
46.12167009,0,46
46,0,46
45.52194387,0,46
45.92491444,0,46
46.44134155,0,46
46.26918549,1,46
46.16120465,1,46
45.8579603,1,46
46.00273785,1,46
46,1,46
46,1,46
45.8579603,1,46
45.86895277,1,46
46.27192334,1,46
46.20347707,1,46
46.42491444,1,46
46.25935661,1,46
46.45615332,1,46
46.45776865,1,46
46.49174538,1,46
45.5613963,1,46
45.8524846,1,46
46.37169062,1,46
46.07512663,1,46
45.81963039,1,46
46,1,46
45.51493498,1,46
46.29921971,1,46
45.70617385,1,46
46.42491444,1,46
46.36073922,1,46
46.41396304,1,46
45.53675565,1,46
45.59425051,1,46
45.78677618,1,46
46.25275838,1,46
45.66390144,1,46
45.92761123,1,46
46.38376454,2,46
45.92487337,2,46
45.5504449,2,46
45.97535934,2,46
45.73629021,2,46
46.2461191,2,46
45.83613963,2,46
45.84982888,2,46
45.87986311,2,46
46.24728268,2,46
45.55318275,2,46
45.63652293,2,46
45.76914442,2,46
45.65029432,2,46
45.863436,2,46
46,2,46
45.68032854,2,46
46.3919781,2,46
46.08728268,2,46
45.77462012,2,46
46.49609856,2,46
45.6134976,2,46
45.52314853,2,46
46.2554141,2,46
45.64635181,2,46
46.19405886,2,46
45.68032854,2,46
45.5970705,2,46
46.24180698,2,46
46.48626968,2,46
45.56960986,3,46
45.75827515,3,46
46.02468172,3,46
46.22811773,3,46
45.83331964,3,46
45.6979603,3,46
46.36065708,3,46
46.27466119,3,46
46.35244353,3,46
46.36194387,3,46
45.8454757,3,46
46.45345654,3,46
45.5629295,3,46
45.9605065,3,46
46.12714579,3,46
45.53281314,3,46
45.96046543,3,46
45.93856263,3,46
46.47971253,4,46
46.33336071,4,46
46.34696783,4,46
46.01215606,4,46
45.58056126,4,46
46.47685147,4,46
46.41396304,4,46
46.06417522,4,46
46.44125941,4,46
45.82663929,4,46
45.83879535,4,46
45.52459959,4,46
46.44681725,4,46
45.55318275,5,46
46.03285421,5,46
46.36073922,5,46
46.45889117,5,46
45.58603696,5,46
46.21869952,5,46
45.78839151,5,46
45.59698836,6,46
45.74176591,6,46
45.76375086,6,46
45.66663929,6,46
46.37442847,7,46
45.7391102,7,46
45.85650924,7,46
46.60246407,0,47
47,0,47
47.18036961,0,47
46.64079398,0,47
46.53828884,0,47
47.23906913,0,47
47.05475702,0,47
47,0,47
46.93582478,0,47
47,0,47
47.25549624,0,47
46.67759069,0,47
47.3075154,0,47
46.91392197,0,47
46.54770705,0,47
47.21990418,0,47
47.0954141,0,47
47.18858316,0,47
47,0,47
47.00273785,0,47
47.28134155,0,47
47,0,47
47.20621492,0,47
47,0,47
47.06570842,0,47
46.88380561,0,47
46.95559206,0,47
46.68314853,1,47
46.93034908,1,47
47.11192334,1,47
46.73516769,1,47
46.81423682,1,47
47.28673511,1,47
47.23085558,1,47
46.703436,1,47
47.43091034,1,47
46.59980835,1,47
46.70351814,1,47
47.02737851,1,47
46.57234771,1,47
46.9835729,1,47
46.66780287,1,47
46.68422998,1,47
47.31145791,1,47
46.91670089,1,47
46.50277892,1,47
46.90297057,1,47
47,1,47
46.86617385,1,47
47.12835044,1,47
47,1,47
46.761013,1,47
47.21716632,1,47
47.41943874,1,47
47,1,47
47.28005476,1,47
46.65568789,1,47
47.06965092,1,47
47.33601643,1,47
47.49182752,1,47
46.6080219,2,47
46.86351814,2,47
47.2910883,2,47
46.70625599,2,47
46.81415469,2,47
47.46863792,2,47
46.97535934,2,47
47.02737851,2,47
46.51759069,2,47
47.15025325,2,47
46.5613963,2,47
47.31693361,2,47
46.73355236,2,47
46.76914442,2,47
47.3059822,2,47
46.57508556,2,47
47.19405886,2,47
46.76161533,2,47
46.87559206,2,47
47.22803559,2,47
47.03011636,3,47
47,3,47
47.33054073,3,47
46.81415469,3,47
46.96167009,3,47
47.21052704,3,47
46.74450376,3,47
47.43852156,3,47
47.00821355,3,47
47.14469541,3,47
47.20347707,3,47
47.07512663,3,47
47,3,47
47,3,47
47,3,47
46.79112936,3,47
46.85916496,3,47
46.90023272,3,47
46.77578371,3,47
47.36459959,4,47
47.29930185,4,47
47.46444901,4,47
46.62009582,4,47
46.52733744,4,47
47.39753593,4,47
47.27466119,4,47
47.02584531,4,47
46.57508556,4,47
46.92761123,4,47
46.54924025,4,47
46.8470089,4,47
47.27466119,4,47
46.51912389,4,47
47,4,47
46.67211499,4,47
46.55326489,4,47
46.92487337,4,47
47.09429158,5,47
47.07238877,5,47
46.6940178,5,47
47.29776865,5,47
46.77856263,5,47
47.02858316,5,47
46.81963039,6,47
46.64208077,6,47
46.66672142,6,47
47.27457906,6,47
47.07512663,6,47
47.05048597,8,47
47.57782341,0,48
48.25002053,0,48
47.88654346,0,48
48.23624914,0,48
48.28279261,0,48
48,0,48
48.03285421,0,48
48,0,48
47.87164956,0,48
47.73508556,0,48
47.89749487,0,48
47.54770705,0,48
48,0,48
47.91549624,0,48
48.47971253,0,48
47.73629021,0,48
48.38924025,0,48
48.45494867,0,48
48,0,48
47.87442847,1,48
47.91665982,1,48
47.75271732,1,48
47.57118412,1,48
48.17207392,1,48
48,1,48
47.56969199,1,48
47.83609856,1,48
48.16394251,1,48
47.86190281,1,48
47.81689254,1,48
48.12553046,1,48
48.31967146,1,48
47.8579603,1,48
47.61735797,1,48
48.36468172,1,48
48.09429158,1,48
48.22529774,1,48
47.50817248,1,48
47.5465024,1,48
48.03011636,1,48
48.04774812,1,48
48.40019165,1,48
48.40566735,1,48
47.9945243,1,48
47.73355236,1,48
48.03953457,1,48
48.39479808,1,48
48.05201916,1,48
48,1,48
47.97689254,1,48
47.79507187,1,48
47.78009582,1,48
47.81303217,1,48
48.44947296,1,48
47.53281314,1,48
47.74450376,1,48
48.2608898,1,48
48.23512663,1,48
48.32506502,1,48
48.21587953,2,48
47.68041068,2,48
47.77735797,2,48
48.45067762,2,48
48.07512663,2,48
48.16659822,2,48
47.93034908,2,48
48,2,48
47.98083504,2,48
47.82510609,2,48
47.82510609,2,48
48.18157426,2,48
48.26757016,2,48
47.57516769,2,48
47.72533881,2,48
48.14469541,2,48
47.52459959,2,48
48.296564,2,48
48.41670089,2,48
48,2,48
48.39085558,2,48
47.88268309,2,48
47.86351814,2,48
48.34431211,2,48
47.64747433,2,48
47.65303217,2,48
48.27192334,2,48
47.98083504,2,48
48.3059822,2,48
47.58885695,2,48
47.83879535,2,48
48.23238877,2,48
48.12287474,2,48
47.80755647,2,48
47.88654346,2,48
47.90023272,2,48
47.88106776,2,48
47.68422998,3,48
47.74607803,3,48
47.65021218,3,48
47.91939767,3,48
48.20227242,3,48
48.29648186,3,48
48.06965092,3,48
47.79378508,3,48
47.95225188,3,48
48.22811773,3,48
48.44681725,3,48
48.05322382,3,48
47.67485284,3,48
48,3,48
48,3,48
47.71164956,3,48
48.48079398,3,48
48.07238877,3,48
48,3,48
47.59155373,4,48
48.46863792,4,48
47.81697467,4,48
48.36073922,4,48
48.26097194,4,48
48.16668036,4,48
47.93976728,5,48
48.36621492,5,48
48.48626968,6,48
48.24728268,6,48
47.62162902,6,48
48.38384668,6,48
48.43578371,6,48
47.81689254,6,48
47.83605749,7,48
47.55861739,7,48
48.18314853,8,48
47.88388775,9,48
48.28013689,9,48
49,0,49
49.49448323,0,49
49.21434634,0,49
48.94130048,0,49
49.11893224,0,49
48.66390144,0,49
49.21160849,0,49
49.19252567,0,49
48.51920602,0,49
48.57516769,0,49
49,0,49
48.99178645,0,49
49.37169062,0,49
48.95772758,0,49
49,0,49
49.25815195,1,49
48.60914442,1,49
48.57778234,1,49
49.01368925,1,49
48.87712526,1,49
48.7104449,1,49
49.45341547,1,49
48.63386721,1,49
49.46042437,1,49
48.761013,1,49
48.65842574,1,49
48.52186174,1,49
49.4495551,1,49
48.90023272,1,49
48.62283368,1,49
48.78839151,1,49
49.25275838,1,49
48.74176591,1,49
