age,rs
31,4
57,6
43,2
39,2
40,4
30,4
27,2
57,1
33,3
39,4
67,4
61,5
37,7
38,3
45,3
51,3
72,7
40,4
42,5
29,1
42,4
43,5
66,4
35,1
28,2
24,1
27,1
38,1
23,2
44,1
34,1
32,1
60,3
32,1
67,4
25,1
48,1
35,1
36,3
26,1
33,2
48,1
