age,rs
33,6
30,3
29,4
21,3
38,5
43,4
31,4
27,1
47,4
29,1
36,2
41,1
36,3
26,1
36,4
36,7
44,9
28,2
25,2
27,3
15,1
47,5
42,7
39,8
23,1
42,8
23,0
49,5
28,3
37,7
31,2
34,2
25,1
45,4
41,7
42,7
40,10
42,7
29,2
47,6
24,1
29,0
33,0
35,5
36,3
31,2
37,4
47,7
