age,rs
20,1
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,1
21,0
21,0
21,0
21,0
21,0
21,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,0
23,1
23,0
23,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
24,0
25,0
25,0
25,0
25,1
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,1
25,0
25,0
25,0
25,0
26,0
26,0
26,1
26,0
26,3
26,0
26,0
26,0
26,0
26,0
26,0
26,0
26,0
26,0
26,0
27,0
27,0
27,0
27,0
27,0
27,1
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,0
27,1
27,0
27,0
27,0
28,0
28,2
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,0
28,1
28,0
28,0
28,2
28,1
28,0
28,0
29,0
29,2
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,2
29,2
29,0
29,0
29,0
29,3
29,0
29,5
29,0
29,2
29,0
30,3
30,0
30,0
30,0
30,2
30,0
30,3
30,3
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,3
30,0
30,0
30,0
30,0
30,0
30,0
30,1
30,1
30,7
30,2
30,0
30,0
30,3
31,2
31,0
31,0
31,0
31,0
31,4
31,0
31,0
31,0
31,1
31,0
31,0
31,0
31,0
31,0
32,0
32,0
32,0
32,0
32,1
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,3
32,0
32,3
32,0
32,2
32,0
32,1
32,0
32,0
32,0
32,0
32,0
32,4
32,0
32,0
32,2
32,0
32,0
32,1
32,0
32,0
32,4
33,3
33,2
33,1
33,0
33,0
33,0
33,3
33,2
33,0
33,0
33,0
33,0
33,0
33,2
33,4
33,0
33,0
33,0
33,1
33,2
33,0
33,0
33,0
33,0
33,0
33,0
33,0
34,0
34,0
34,5
34,0
34,3
34,0
34,4
34,0
34,0
34,0
34,3
34,0
34,0
34,0
34,0
34,0
34,1
34,3
34,0
34,1
34,0
34,0
34,0
34,0
34,2
34,0
35,2
35,0
35,3
35,0
35,0
35,5
35,1
35,0
35,3
35,2
35,0
35,0
35,0
35,0
35,0
35,0
35,1
35,0
35,5
35,0
35,3
35,0
35,3
35,2
35,0
35,1
35,0
35,5
35,0
35,0
35,1
35,0
35,0
35,1
35,0
35,2
35,4
35,0
35,4
36,0
36,6
36,0
36,4
36,4
36,0
36,0
36,3
36,5
36,0
36,3
36,0
36,5
36,2
36,5
36,0
36,0
36,6
36,1
36,0
36,2
36,0
36,5
36,3
36,0
36,0
36,4
36,0
36,0
37,0
37,0
37,2
37,0
37,0
37,0
37,1
37,0
37,0
37,0
37,3
37,0
37,2
37,2
37,0
37,0
37,2
37,0
37,0
37,2
37,1
37,0
37,1
37,0
37,0
37,2
37,1
37,2
37,0
38,0
38,0
38,1
38,0
38,1
38,0
38,3
38,2
38,0
38,0
38,0
38,0
38,1
38,3
38,0
38,0
38,0
38,0
38,0
38,0
38,3
38,0
38,6
38,2
38,0
38,2
38,0
38,1
38,1
38,0
38,1
39,4
39,0
39,2
39,2
39,0
39,2
39,0
39,0
39,2
39,7
39,1
39,0
39,0
39,1
39,0
39,0
39,0
39,0
39,2
39,0
39,0
39,0
39,0
39,0
39,0
39,4
39,0
39,0
39,4
39,2
39,0
39,2
39,5
40,0
40,3
40,0
40,5
40,0
40,3
40,2
40,0
40,0
40,1
40,0
40,0
40,2
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,7
40,0
40,2
40,5
40,5
40,2
40,1
40,0
40,0
40,3
40,0
40,2
40,7
41,4
41,0
41,0
41,0
41,6
41,0
41,0
41,1
41,0
41,0
41,4
41,0
41,2
41,0
41,0
41,0
41,0
41,0
41,0
41,0
41,0
41,2
41,0
41,0
41,2
41,1
41,3
41,0
41,5
41,0
41,4
41,0
41,0
41,8
41,6
41,0
42,0
42,8
42,0
42,0
42,0
42,0
42,0
42,0
42,4
42,0
42,0
42,1
42,0
42,0
42,0
42,0
42,0
42,0
42,8
42,4
42,2
42,3
42,8
42,0
42,0
42,0
42,2
42,0
42,7
42,0
42,0
42,1
42,3
42,6
42,4
42,4
42,3
42,1
42,7
42,1
42,2
43,0
43,0
43,0
43,0
43,0
43,5
43,0
43,2
43,5
43,4
43,0
43,6
43,0
43,0
43,0
43,0
43,0
43,0
43,0
43,0
43,3
43,0
43,2
43,1
43,0
43,0
43,1
43,1
43,7
43,0
43,3
43,0
43,0
43,4
43,0
43,6
43,0
43,0
43,0
43,0
43,4
43,0
43,0
43,2
44,0
44,1
44,3
44,0
44,4
44,6
44,2
44,5
44,9
44,0
44,2
44,1
44,3
44,2
44,0
44,0
44,13
44,0
44,1
44,0
44,0
44,0
44,5
44,0
44,0
44,0
44,4
44,0
44,6
44,0
44,0
44,0
44,6
44,2
44,0
44,2
44,0
44,8
44,0
44,5
44,6
44,0
44,0
44,0
44,0
44,2
45,1
45,0
45,2
45,0
45,5
45,2
45,0
45,3
45,4
45,4
45,2
45,3
45,2
45,1
45,0
45,6
45,0
45,0
45,5
45,2
45,4
45,4
45,0
45,0
45,0
45,0
45,0
45,0
46,3
46,2
46,0
46,4
46,6
46,7
46,0
46,0
46,0
46,6
46,0
46,4
46,7
46,6
46,2
46,2
46,4
46,0
46,0
46,1
46,5
46,3
46,5
46,1
46,0
46,3
46,6
46,0
47,0
47,0
47,1
47,0
47,0
47,0
47,3
47,8
47,5
47,2
47,1
47,0
47,0
47,5
47,0
47,6
47,0
47,0
47,1
47,8
47,4
47,0
47,0
47,1
47,4
47,3
47,3
47,0
47,0
47,0
47,9
47,4
47,7
47,4
47,4
47,0
47,8
47,0
47,4
47,2
47,0
47,2
48,0
48,10
48,1
48,5
48,5
48,3
48,0
48,0
48,1
48,0
48,2
48,2
48,0
48,3
48,0
48,1
48,0
48,0
48,0
48,7
48,11
48,4
48,4
48,0
48,2
48,5
48,0
48,4
48,6
48,0
48,1
48,0
48,1
48,0
48,3
49,2
49,0
49,4
49,0
49,2
49,0
49,0
49,0
49,1
49,2
49,4
49,0
49,0
49,0
49,2
49,0
49,7
49,0
49,1
49,0
49,5
49,0
49,0
49,2
49,0
49,0
49,6
49,4
49,9
49,4
49,1
49,1
49,0
49,0
49,0
49,0
49,0
49,10
49,4
49,1
49,0
49,0
49,0
49,0
49,0
49,3
49,0
49,5
49,0
49,0
49,4
49,3
49,0
49,5
50,2
50,5
50,7
50,0
50,2
50,3
50,0
50,4
50,1
50,10
50,0
50,2
50,1
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,6
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,4
50,2
50,0
50,0
50,0
50,2
50,0
50,1
50,1
50,3
50,0
50,0
50,0
50,10
50,3
50,1
50,6
50,0
50,8
50,1
50,0
50,3
50,3
50,0
50,0
51,0
51,0
51,5
51,0
51,0
51,8
51,0
51,0
51,4
51,7
51,2
51,0
51,1
51,3
51,0
51,0
51,5
51,4
51,0
51,8
51,0
51,0
51,0
51,6
51,0
51,5
51,0
51,6
51,3
51,2
51,3
51,0
51,0
51,0
51,4
51,4
51,5
51,0
51,0
51,7
51,0
51,0
51,0
52,2
52,0
52,0
52,4
52,6
52,5
52,5
52,0
52,3
52,3
52,0
52,0
52,0
52,5
52,0
52,3
52,0
52,2
52,2
52,0
52,0
52,6
52,4
52,8
52,9
52,4
52,0
52,2
52,2
52,4
52,5
52,1
52,4
52,6
52,4
52,10
52,2
52,8
52,6
52,0
52,2
53,8
53,0
53,3
53,0
53,0
53,0
53,0
53,0
53,4
53,1
53,1
53,0
53,0
53,0
53,2
53,0
53,0
53,4
53,0
53,0
53,0
53,8
53,0
53,0
53,0
53,2
53,6
53,0
53,4
53,0
53,0
53,4
53,0
53,0
53,5
53,0
53,5
53,0
53,0
53,0
53,0
53,3
53,0
53,1
53,0
53,4
53,2
53,0
53,5
53,4
53,10
53,2
53,4
53,0
53,0
53,2
53,3
53,0
53,3
54,0
54,0
54,0
54,0
54,0
54,4
54,0
54,0
54,5
54,6
54,0
54,0
54,0
54,0
54,2
54,6
54,0
54,0
54,0
54,0
54,0
54,5
54,0
54,2
54,4
54,0
54,3
54,0
54,5
54,6
54,0
54,13
54,0
54,0
54,3
54,1
54,0
54,6
54,3
54,3
54,0
54,5
54,0
54,0
54,4
54,0
54,7
54,0
54,5
54,0
54,0
54,0
54,0
55,1
55,0
55,2
55,1
55,9
55,1
55,6
55,3
55,0
55,0
55,4
55,3
55,0
55,0
55,4
55,0
55,4
55,10
55,2
55,1
55,4
55,7
55,3
55,0
55,0
55,2
55,9
55,5
55,2
55,0
55,0
55,2
55,5
55,0
55,5
55,2
55,2
55,4
55,0
55,0
55,5
55,7
55,0
55,0
55,0
55,0
55,0
55,0
55,4
55,6
55,4
55,5
55,0
55,5
55,0
56,0
56,0
56,0
56,0
56,0
56,0
56,5
56,0
56,1
56,2
56,0
56,6
56,10
56,3
56,0
56,0
56,5
56,5
56,4
56,10
56,2
56,2
56,0
56,12
56,0
56,2
56,0
56,2
56,8
56,0
56,0
56,12
56,10
56,0
56,6
56,0
56,3
56,0
56,0
56,2
56,0
56,0
56,0
56,0
56,7
56,7
56,2
56,5
56,5
56,4
56,0
56,1
56,4
56,7
56,0
56,4
56,3
56,6
56,0
56,4
56,8
56,5
56,3
56,0
56,3
56,6
56,0
56,0
56,7
56,0
56,1
56,1
56,9
57,1
57,0
57,4
57,3
57,1
57,0
57,0
57,1
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,5
57,0
57,0
57,4
57,3
57,0
57,1
57,3
57,0
57,0
57,7
57,0
57,4
57,0
57,0
57,8
57,0
57,0
57,3
57,6
57,6
57,2
57,7
57,10
57,0
57,0
57,0
57,0
57,0
57,10
57,0
57,1
57,8
57,0
57,0
57,0
57,0
57,0
57,3
57,7
57,0
57,2
57,4
57,2
57,0
57,0
57,3
57,1
57,0
57,9
57,4
57,0
57,5
57,5
57,0
57,0
57,0
57,1
57,0
57,4
57,0
57,3
57,0
57,8
58,0
58,0
58,0
58,5
58,0
58,0
58,5
58,0
58,0
58,4
58,0
58,0
58,0
58,4
58,0
58,0
58,0
58,0
58,8
58,0
58,0
58,5
58,9
58,0
58,9
58,0
58,0
58,3
58,3
58,0
58,0
58,4
58,1
58,4
58,0
58,0
58,3
58,3
58,1
58,0
58,0
58,0
58,0
58,4
58,0
58,3
58,0
58,1
58,3
58,0
58,3
58,4
58,0
58,4
58,3
58,0
58,0
58,8
58,0
58,6
58,5
58,1
58,1
59,1
59,3
59,0
59,1
59,1
59,1
59,1
59,1
59,1
59,0
59,0
59,5
59,6
59,8
59,0
59,0
59,0
59,3
59,3
59,2
59,1
59,2
59,0
59,4
59,0
59,3
59,0
59,2
59,0
59,0
59,1
59,2
59,5
59,0
59,4
59,0
59,5
59,4
59,0
59,2
59,6
59,10
59,7
59,5
59,1
59,7
59,4
59,8
59,0
59,4
59,1
59,6
59,6
59,7
59,4
59,0
59,9
59,5
59,0
59,4
59,8
59,4
59,0
59,9
59,4
59,0
59,0
59,1
59,1
59,3
59,9
59,1
59,9
59,0
59,6
59,6
59,1
59,2
59,10
60,8
60,0
60,7
60,10
60,4
60,3
60,0
60,7
60,1
60,1
60,0
60,2
60,0
60,0
60,8
60,3
60,0
60,0
60,0
60,1
60,0
60,0
60,3
60,1
60,2
60,0
60,7
60,0
60,0
60,0
60,3
60,2
60,5
60,3
60,0
60,0
60,0
60,0
60,5
60,0
60,0
60,0
60,0
60,4
60,1
60,0
60,0
60,0
60,4
60,5
60,7
60,0
60,0
60,7
60,5
60,3
60,0
60,0
60,6
60,0
60,0
60,0
60,0
60,0
60,1
60,0
60,0
60,2
60,0
60,1
60,8
60,0
60,0
60,6
60,0
60,0
60,0
60,10
60,0
60,0
60,0
60,4
60,0
60,2
61,2
61,1
61,0
61,0
61,0
61,0
61,3
61,0
61,1
61,0
61,0
61,0
61,8
61,7
61,0
61,2
61,0
61,6
61,6
61,8
61,10
61,4
61,0
61,0
61,0
61,0
61,0
61,0
61,0
61,0
61,0
61,4
61,0
61,7
61,0
61,0
61,0
61,2
61,4
61,0
61,8
61,4
61,0
61,2
61,6
61,12
61,0
61,8
61,3
61,4
61,0
61,3
61,0
61,0
61,0
61,0
61,0
61,0
61,1
61,4
61,0
61,0
61,0
61,0
61,3
61,5
61,0
61,3
61,4
61,5
61,5
61,6
61,5
61,3
61,6
61,4
62,0
62,4
62,1
62,5
62,0
62,0
62,4
62,3
62,1
62,1
62,4
62,3
62,0
62,1
62,7
62,0
62,0
62,2
62,2
62,0
62,3
62,4
62,0
62,3
62,2
62,0
62,3
62,0
62,0
62,0
62,4
62,5
62,9
62,6
62,0
62,0
62,0
62,0
62,0
62,5
62,0
62,0
62,1
62,0
62,8
62,6
62,0
62,5
62,0
62,7
62,3
62,3
62,2
62,0
62,0
62,10
62,0
62,0
62,4
62,2
62,3
62,0
62,0
62,0
62,1
62,0
62,3
62,7
62,3
62,0
62,0
62,2
62,0
62,0
62,0
62,1
62,0
62,1
63,0
63,8
63,0
63,0
63,0
63,0
63,2
63,0
63,6
63,0
63,1
63,0
63,0
63,0
63,0
63,11
63,0
63,0
63,0
63,8
63,8
63,0
63,0
63,12
63,0
63,0
63,1
63,5
63,12
63,0
63,5
63,0
63,6
63,3
63,0
63,0
63,0
63,0
63,0
63,6
63,4
63,0
63,0
63,2
63,0
63,0
63,0
63,0
63,5
63,5
63,0
63,0
63,0
63,5
63,0
63,0
63,0
63,0
63,0
63,5
63,0
63,0
63,3
63,4
63,4
63,7
63,0
63,4
63,0
63,8
63,1
63,0
63,5
63,0
63,0
63,3
63,2
63,7
63,0
63,0
63,0
63,0
63,2
63,8
63,0
63,0
63,4
63,0
63,6
63,3
63,7
63,0
63,4
63,0
63,3
63,7
63,6
63,12
63,1
63,9
63,6
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,4
64,0
64,1
64,5
64,5
64,0
64,6
64,1
64,7
64,0
64,3
64,3
64,4
64,5
64,2
64,7
64,2
64,0
64,0
64,0
64,3
64,0
64,0
64,0
64,1
64,0
64,9
64,0
64,4
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,3
64,0
64,3
64,0
64,6
64,0
64,0
64,8
64,0
64,3
64,1
64,6
64,4
64,2
64,3
64,0
64,0
64,0
64,1
64,0
64,3
64,0
64,0
64,2
64,3
64,6
64,0
64,0
64,2
64,0
64,6
64,2
64,8
64,0
64,5
64,2
64,5
64,0
64,4
64,3
64,5
64,0
64,4
64,0
64,3
64,6
64,0
64,3
64,3
64,5
64,0
64,6
64,0
64,4
64,3
64,2
64,0
64,0
64,1
65,6
65,0
65,0
65,0
65,10
65,6
65,9
65,0
65,0
65,4
65,1
65,4
65,0
65,2
65,7
65,1
65,0
65,0
65,6
65,2
65,0
65,0
65,0
65,1
65,2
65,0
65,0
65,4
65,0
65,13
65,1
65,0
65,0
65,0
65,1
65,6
65,4
65,2
65,0
65,0
65,8
65,0
65,0
65,0
65,0
65,0
65,0
65,0
65,8
65,7
65,5
65,0
65,0
65,1
65,0
65,3
65,5
65,6
65,0
65,4
65,0
65,3
65,4
65,4
65,4
65,0
65,0
65,0
65,6
65,0
65,0
65,2
65,2
65,4
65,5
65,3
65,5
65,0
65,0
65,0
65,0
65,3
65,4
65,0
65,0
65,1
65,5
65,4
65,0
65,0
65,6
65,0
65,0
65,0
65,0
65,1
65,1
65,9
65,0
65,4
65,4
65,4
65,0
65,4
65,0
65,5
65,7
65,0
66,0
66,9
66,0
66,11
66,0
66,0
66,6
66,0
66,0
66,0
66,2
66,0
66,2
66,3
66,5
66,1
66,4
66,0
66,0
66,3
66,0
66,5
66,0
66,0
66,0
66,12
66,4
66,1
66,7
66,0
66,0
66,6
66,5
66,0
66,0
66,4
66,4
66,0
66,0
66,5
66,1
66,0
66,0
66,0
66,8
66,0
66,2
66,1
66,0
66,0
66,0
66,8
66,0
66,7
66,0
66,5
66,0
66,5
66,8
66,0
66,2
66,2
66,1
66,4
66,0
66,0
66,0
66,0
66,0
66,6
66,7
66,5
66,9
66,10
66,3
66,3
66,1
66,7
66,3
66,0
66,0
66,2
66,4
66,10
66,1
66,3
66,5
66,0
66,0
66,0
66,3
66,0
66,1
66,0
66,0
66,0
66,0
66,0
66,6
66,0
66,0
66,0
66,0
66,0
66,7
66,0
66,4
66,0
66,0
66,0
66,0
66,0
67,0
67,0
67,4
67,3
67,0
67,4
67,4
67,0
67,3
67,1
67,1
67,0
67,0
67,12
67,0
67,3
67,2
67,3
67,0
67,5
67,4
67,8
67,0
67,8
67,3
67,4
67,0
67,6
67,6
67,4
67,0
67,6
67,6
67,0
67,8
67,0
67,6
67,11
67,1
67,0
67,0
67,3
67,0
67,2
67,0
67,4
67,6
67,10
67,4
67,0
67,3
67,3
67,0
67,3
67,0
67,0
67,0
67,7
67,0
67,3
67,0
67,1
67,3
67,3
67,5
67,5
67,0
67,4
67,0
67,1
67,2
67,0
67,0
67,5
67,10
67,0
67,0
67,0
67,5
67,1
67,7
67,0
67,0
67,0
68,5
68,5
68,5
68,3
68,0
68,6
68,0
68,0
68,3
68,4
68,1
68,0
68,1
68,7
68,5
68,0
68,9
68,5
68,0
68,5
68,2
68,0
68,5
68,2
68,0
68,4
68,0
68,0
68,6
68,2
68,1
68,7
68,5
68,3
68,0
68,5
68,0
68,0
68,0
68,5
68,0
68,4
68,0
68,1
68,0
68,0
68,7
68,4
68,0
68,6
68,0
68,0
68,0
68,2
68,0
68,8
68,0
68,2
68,0
68,3
68,0
68,0
68,3
68,5
68,12
68,2
68,1
68,1
68,4
68,0
68,7
68,0
68,0
68,2
68,6
68,0
68,0
68,0
68,7
68,3
68,3
68,7
68,0
68,0
68,2
68,7
68,0
68,2
68,0
68,0
68,4
68,9
68,5
68,9
68,0
68,8
68,0
69,4
69,5
69,0
69,7
69,0
69,7
69,0
69,0
69,0
69,0
69,0
69,0
69,0
69,2
69,1
69,2
69,0
69,1
69,0
69,4
69,5
69,0
69,0
69,0
69,4
69,0
69,4
69,1
69,0
69,3
69,9
69,0
69,6
69,7
69,0
69,0
69,2
69,0
69,0
69,0
69,5
69,0
69,1
69,4
69,7
69,0
69,0
69,0
69,0
69,0
69,5
69,0
69,5
69,6
69,0
69,7
69,0
69,3
69,0
69,0
69,7
69,2
69,0
69,0
69,0
69,5
69,0
69,0
69,0
69,7
69,0
69,2
69,0
69,0
69,0
69,0
69,0
69,0
69,11
69,4
69,5
69,2
69,6
69,0
69,0
69,8
69,1
69,2
69,4
69,9
69,0
69,5
69,0
69,3
69,0
69,2
69,1
69,0
69,3
69,1
69,7
69,0
69,7
69,4
69,3
69,0
69,3
69,6
69,7
69,0
69,3
69,0
69,0
69,5
69,6
69,0
69,0
69,6
69,3
69,9
70,4
70,5
70,11
70,0
70,1
70,0
70,8
70,1
70,0
70,8
70,0
70,3
70,4
70,1
70,0
70,0
70,13
70,0
70,7
70,2
70,3
70,0
70,0
70,2
70,0
70,2
70,0
70,0
70,6
70,2
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,0
70,2
70,0
70,2
70,4
70,0
70,0
70,9
70,1
70,0
70,0
70,0
70,6
70,0
70,0
70,2
70,2
70,0
70,0
