age,rs
23,0
30,0
24,0
29,0
22,0
21,0
22,0
18,0
20,0
27,0
20,0
21,0
26,0
39,0
45,1
46,1
67,1
22,1
28,2
24,2
42,3
59,4
58,4
51,4
55,4
52,4
68,5
75,5
49,7
