age,rs
21,0
45,1
36,0
37,0
24,0
36,0
65,5
53,3
16,0
32,0
28,0
31,0
46,3
54,3
62,0
40,0
41,4
21,0
58,3
21,0
61,3
69,0
16,0
55,2
29,0
60,5
39,1
46,4
63,2
39,4
50,3
40,0
16,0
31,0
18,1
28,0
19,0
26,0
39,2
19,0
25,0
15,0
58,7
43,2
56,3
52,0
23,0
20,0
30,0
55,3
38,4
28,1
67,1
29,1
34,0
32,3
