rs,age
3,21
4,40
2,30
16,54
7,67
5,52
8,48
3,47
6,50
6,53
3,39
7,48
2,55
9,36
5,30
1,73
8,55
7,58
3,26
15,58
8,55
9,50
8,37
5,72
4,27
1,25
3,51
1,31
3,25
19,74
2,72
12,62
6,36
5,34
6,75
5,62
10,48
21,69
12,51
6,48
10,74
19,67
6,41
