rs,age
0,38
1,85
1,64
0,16
0,16
0,16
0,16
0,17
0,17
0,17
0,17
0,17
0,17
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,25
0,25
0,25
0,25
0,25
0,25
0,25
0,25
0,25
0,25
0,25
0,26
0,26
0,26
0,26
0,26
0,27
0,27
0,27
0,27
0,27
0,27
0,28
0,28
0,28
0,29
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,31
0,31
0,31
0,31
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,33
0,34
0,34
0,34
0,34
0,35
0,35
0,36
0,36
0,37
0,38
0,38
0,39
0,40
0,40
0,40
0,41
0,41
0,42
0,43
0,44
0,44
0,45
0,46
0,46
0,47
0,47
0,49
0,49
0,51
0,52
0,52
3,52
0,54
0,54
0,56
0,56
0,60
0,66
0,66
0,69
0,72
0,72
0,80
2,48
0,41
3,42
1,49
2,52
3,53
1,56
2,36
2,43
1,44
2,46
1,48
3,52
2,80
2,34
2,37
3,38
2,40
2,42
2,43
2,43
2,43
2,44
2,44
2,44
2,46
2,55
1,23
1,34
3,38
2,39
2,39
2,39
2,40
2,42
2,42
2,42
2,42
2,44
2,45
2,45
2,46
1,46
2,47
2,47
2,48
2,50
2,50
2,51
2,51
1,57
2,59
3,60
1,62
3,74
2,32
2,35
2,35
2,37
1,38
2,39
2,40
2,40
2,43
2,45
2,46
2,46
3,48
2,48
2,51
2,51
2,52
3,52
2,52
2,55
3,61
2,61
1,67
2,68
1,71
7,76
1,25
2,26
2,30
2,33
2,36
2,37
2,39
2,41
1,41
2,43
2,44
2,45
2,46
2,47
2,47
2,48
2,50
2,50
2,54
1,64
2,76
1,24
1,24
1,25
1,28
1,29
1,30
1,31
2,36
2,42
2,44
3,45
2,46
2,47
2,47
2,47
2,47
1,48
2,50
2,50
1,50
2,52
1,55
1,58
2,71
1,26
1,27
0,29
2,30
2,30
2,35
1,39
2,41
2,41
2,42
2,44
2,48
2,51
2,51
2,54
2,54
1,54
2,54
1,54
2,55
1,58
2,61
1,68
1,75
1,27
2,29
1,31
1,31
1,31
2,38
2,38
2,41
2,41
2,42
2,42
2,48
2,48
2,50
2,61
2,63
2,70
1,88
1,27
0,27
1,37
2,41
1,42
1,45
2,52
2,53
2,55
1,56
3,58
1,59
2,64
1,78
1,27
1,30
2,31
2,31
1,31
2,32
2,35
1,37
2,41
2,42
2,43
2,51
1,54
3,65
2,78
1,79
1,28
1,28
1,29
1,34
2,34
1,40
2,41
2,41
2,42
1,43
2,55
2,58
1,61
1,63
1,63
2,64
2,66
2,70
2,70
1,74
1,30
1,46
2,48
1,61
3,63
1,74
1,78
1,31
2,35
1,38
1,38
2,46
2,56
1,60
1,68
1,69
1,69
1,35
1,35
2,35
2,35
2,35
1,39
1,79
1,33
1,34
1,34
2,38
2,73
3,84
2,43
2,43
1,75
1,35
1,64
2,54
2,55
1,37
1,40
1,40
2,41
2,43
2,47
1,50
