age,rs
35,3
43,4
44,6
40,5
27,1
53,2
59,7
60,3
20,0
37,2
51,1
32,2
42,2
30,2
57,9
38,5
42,4
39,6
45,3
35,4
57,7
51,3
33,2
47,6
50,6
43,5
40,6
56,6
33,1
44,7
42,5
32,3
43,8
31,4
34,3
39,2
48,8
42,4
63,6
24,2
