age,rs
27,1
29,0
30,0
35,4
38,0
39,0
42,0
42,5
44,6
44,0
45,0
46,1
47,0
50,1
51,1
51,0
51,1
52,2
52,2
52,1
52,0
55,5
57,1
58,6
59,2
60,2
62,1
63,2
64,5
64,3
64,7
64,2
66,3
69,9
70,5
70,1
71,2
73,1
73,1
76,6
76,16
76,7
78,5
79,7
80,6
81,6
85,6
86,2
86,3
93,3
