rs,time
2,11.03627652
3,22.37371663
1,14.84736482
1,5.171800137
1,25.94113621
3,9.308692676
1,12.59137577
6,25.85900068
2,5.002053388
1,16.64613279
2,17.25667351
5,16.26283368
0,10.05612594
4,18.55441478
0,5.546885695
1,22.20944559
2,7.419575633
0,2.19301848
10,25.02395619
0,7.961670089
