age,rs
64,6
54,3
60,8
73,0
59,0
73,6
59,0
67,7
54,3
44,0
71,4
76,1
67,3
50,0
63,3
55,5
68,4
73,6
68,5
53,5
44,4
40,4
69,8
70,6
74,6
55,0
35,2
83,11
61,6
57,2
77,4
55,4
49,9
52,5
45,3
63,0
54,6
61,7
74,4
54,5
80,7
47,5
38,5
79,5
57,6
46,4
56,3
35,0
73,3
62,2
48,6
68,7
69,1
40,4
45,0
41,3
66,9
45,1
86,0
60,2
45,1
66,5
71,3
81,0
42,3
56,3
70,1
45,3
48,0
69,2
56,0
59,1
38,5
73,4
42,11
42,7
18,0
36,2
17,0
17,0
41,7
42,6
38,6
41,9
37,1
54,6
27,5
35,1
42,10
25,5
57,10
43,9
66,4
56,5
70,4
66,1
60,7
58,7
44,5
15,1
28,7
22,4
21,5
51,4
41,7
72,5
40,9
60,11
48,9
46,1
40,9
57,5
59,9
57,6
56,2
26,0
48,7
47,7
45,1
18,0
52,2
40,9
41,5
55,7
61,9
41,5
15,0
50,4
53,3
51,9
45,4
50,8
38,5
44,8
37,8
44,3
59,9
51,6
77,8
65,4
86,4
84,6
21,1
52,7
39,4
62,9
48,10
43,14
52,0
40,5
28,0
45,6
46,5
53,6
65,1
62,4
37,1
37,8
58,3
31,5
71,3
21,3
80,0
80,0
28,5
50,0
43,7
