age,rs
53,1
36,1
28,2
37,0
31,3
25,0
25,0
45,4
40,2
52,4
45,3
42,4
17,0
28,0
25,2
44,9
22,1
26,0
40,4
50,3
55,4
60,8
43,2
26,3
34,5
38,8
24,2
23,1
72,6
21,1
20,1
44,3
56,3
35,1
43,4
22,1
38,6
32,1
44,1
