age,rs
22,2
26,3
29,4
30,2
32,4
33,3
35,2
36,4
36,5
37,4
38,3
38,8
40,4
40,7
41,3
42,3
42,4
43,6
44,10
45,2
45,2
45,3
45,4
45,5
46,7
46,8
46,11
48,7
48,8
50,6
50,7
50,7
52,3
55,1
56,9
61,8
63,11
68,6
70,4
70,7
70,7
75,4
78,2
78,4
90,6
