age,rs
58,2
25,3
40,5
64,2
29,2
31,5
30,1
39,3
29,4
44,3
42,7
49,7
72,3
53,6
45,1
31,3
33,4
27,1
46,4
27,1
23,2
41,2
20,0
50,5
32,2
45,7
24,2
45,9
28,2
34,4
60,4
37,2
33,3
31,3
36,4
77,8
41,0
49,4
78,8
31,3
24,2
49,0
23,1
27,2
21,1
