age,rs
85,2
85,2
85,6
85,4
85,4
85,3
85,3
85,7
85,5
73,2
80,2
81,2
82,4
84,2
47,3
76,3
84,3
84,4
84,4
84,3
84,4
84,4
84,4
71,5
84,6
84,7
84,6
84,6
80,7
83,7
84,7
84,7
84,9
84,10
84,9
24,0
58,5
62,10
64,4
64,3
65,3
67,7
69,3
72,1
72,6
73,8
74,4
74,7
76,4
77,5
78,7
79,2
79,4
79,9
80,3
80,3
81,4
82,1
82,7
82,6
83,7
83,6
84,3
84,10
84,6
84,6
84,2
84,4
84,10
84,5
84,10
84,5
84,3
84,2
84,4
84,7
84,7
84,5
84,1
84,3
84,8
84,8
69,2
82,2
83,3
83,3
83,2
55,3
61,3
77,4
83,3
83,3
64,4
71,4
77,4
80,4
83,4
83,5
83,4
83,4
83,4
83,4
83,4
53,9
70,5
80,5
82,5
82,5
51,6
52,6
75,7
81,6
82,6
83,6
69,8
79,7
82,8
63,9
64,8
83,8
83,8
80,10
83,10
83,11
83,11
29,1
48,3
48,2
56,9
57,6
61,5
64,4
64,8
65,8
66,2
69,6
70,4
72,6
72,1
72,4
74,10
76,4
76,2
79,4
80,5
81,5
81,3
83,1
83,4
83,6
83,9
83,4
83,5
83,2
83,5
83,9
83,4
83,8
83,7
83,6
83,8
83,6
83,4
82,0
82,1
82,1
82,1
59,2
75,3
82,2
82,2
82,2
81,3
82,3
82,3
82,3
56,4
61,6
76,4
82,4
82,5
82,5
82,4
82,5
82,4
82,5
82,5
82,5
82,4
82,4
81,5
82,5
82,5
66,6
82,6
82,6
82,6
82,6
55,7
55,7
82,7
72,8
82,8
82,8
82,14
49,5
51,3
52,3
53,3
58,7
61,3
69,2
72,6
72,5
77,5
78,4
78,2
78,3
78,3
78,4
79,2
79,2
80,4
80,4
81,0
81,5
81,8
81,4
82,2
82,7
82,4
82,6
82,6
82,2
82,2
82,7
82,8
82,5
82,6
82,4
82,5
82,7
82,3
82,2
82,4
82,1
82,3
82,2
82,7
82,5
82,4
82,5
82,8
82,7
82,3
82,8
82,7
82,6
82,6
82,4
81,0
81,1
81,2
81,2
81,2
42,3
42,3
65,4
77,3
80,3
81,3
81,3
81,3
81,3
81,3
81,3
81,4
81,3
80,4
81,4
81,4
81,4
81,4
81,5
81,4
63,5
80,5
80,6
81,5
81,5
81,5
81,5
81,5
81,6
81,6
81,6
81,6
81,8
81,6
81,6
81,7
76,10
81,8
81,10
40,6
47,2
51,5
66,0
66,3
67,7
69,7
71,2
74,3
75,5
75,2
77,4
78,5
78,4
79,3
79,4
79,5
79,3
80,4
81,5
81,9
81,10
81,3
81,7
81,5
81,2
81,4
81,5
81,4
81,4
81,4
81,6
81,2
81,0
81,6
81,6
81,2
81,9
81,3
81,9
80,2
60,2
77,2
80,2
80,2
80,3
80,2
42,3
59,3
80,3
80,3
80,3
80,5
80,3
73,5
80,4
80,4
80,4
80,4
47,5
72,5
77,6
79,5
75,6
80,7
80,6
80,8
47,7
79,7
80,7
80,8
80,7
80,7
35,10
75,10
80,8
80,9
80,9
80,10
80,10
30,2
34,1
56,6
60,6
65,6
70,6
72,6
73,4
73,7
74,1
75,5
75,5
75,4
76,7
77,7
77,8
77,5
79,2
79,4
79,5
80,8
80,3
80,4
80,4
80,3
80,7
80,8
80,4
80,12
80,2
80,5
80,4
80,2
80,10
80,4
80,8
80,3
80,4
80,8
80,6
80,7
80,2
80,5
80,5
80,2
80,7
80,9
80,7
80,0
80,3
80,8
80,2
80,6
80,6
80,6
80,6
80,11
80,4
80,5
80,8
