rs,age
7,34
8,40
6,31
0,15
3,60
5,43
2,22
3,19
2,27
5,28
8,40
1,20
2,24
3,28
3,22
1,17
10,63
8,67
4,26
4,50
3,30
4,26
3,30
8,59
2,18
3,22
5,58
4,21
3,27
6,32
6,34
