age,rs
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
20,1
20,0
20,0
20,0
20,0
20,0
20,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,1
22,0
22,0
22,0
22,0
22,0
22,0
22,0
23,0
23,0
23,1
23,0
23,1
23,1
23,0
23,0
23,0
23,0
23,0
24,1
24,0
24,1
24,2
24,0
24,0
24,1
24,0
24,0
24,0
24,0
24,0
25,1
25,0
25,0
25,0
25,0
25,0
25,1
25,1
25,0
26,0
26,1
26,0
26,0
26,2
26,4
26,1
27,3
27,0
27,1
27,0
27,1
28,0
28,0
28,2
28,0
28,0
28,1
28,1
28,1
29,1
29,0
29,2
29,1
29,1
29,2
30,4
30,3
30,2
30,3
30,2
30,0
30,0
30,0
30,3
30,1
30,2
30,1
31,0
31,3
31,0
31,2
31,4
31,0
31,1
31,0
31,3
31,2
31,1
32,2
32,0
32,4
32,0
32,0
32,1
32,1
33,1
33,5
33,1
33,2
33,4
34,5
34,0
34,1
34,3
35,0
35,3
35,3
35,1
35,0
35,1
35,7
35,2
35,2
35,0
35,3
35,0
36,2
36,2
36,4
36,4
36,0
36,2
36,2
36,1
36,3
36,1
37,6
37,0
37,2
37,5
37,6
37,0
37,2
37,2
37,3
37,0
37,4
37,2
38,1
38,1
38,0
38,6
38,0
38,0
38,2
38,0
38,3
38,7
38,1
38,0
38,2
39,1
39,0
39,6
39,0
39,0
39,5
39,5
39,0
40,6
40,3
40,3
40,7
40,0
40,0
40,4
40,4
40,6
41,0
41,1
41,3
41,3
42,5
42,0
42,0
42,2
42,3
42,0
42,7
42,1
42,4
45,5
45,6
45,0
45,7
45,3
45,4
46,0
46,0
46,0
46,0
46,7
47,0
47,3
47,0
47,3
47,4
47,4
47,0
47,0
47,3
47,4
47,1
47,0
48,5
48,6
48,6
48,4
48,2
48,0
48,2
49,7
49,8
49,0
49,7
50,8
50,0
50,2
50,1
50,5
50,0
50,4
50,5
50,4
51,7
51,2
51,5
51,5
52,0
52,2
52,3
52,2
52,2
52,0
52,1
52,6
52,7
52,1
53,7
53,3
53,0
54,5
54,7
54,3
54,5
54,0
54,4
54,1
55,0
55,1
55,2
56,0
56,5
57,1
57,1
58,4
58,2
58,7
58,9
58,4
59,6
60,4
60,1
60,1
61,6
61,8
62,5
62,2
62,3
63,0
63,5
63,3
64,9
65,7
67,0
67,0
67,2
68,5
68,0
68,3
70,7
70,3
70,0
70,2
72,0
73,7
73,4
73,0
74,7
75,4
75,4
75,4
76,0
76,3
76,1
77,1
77,3
77,5
77,2
77,4
77,4
77,0
78,3
79,2
79,7
80,3
81,4
82,5
82,0
82,2
82,4
87,4
