age,rs
25,0
52,10
19,0
16,0
14,0
24,1
35,4
32,0
26,2
45,6
28,1
29,2
27,2
27,2
45,5
36,4
31,4
13,0
26,1
30,3
37,2
15,0
30,2
33,2
28,3
31,3
29,1
33,5
28,3
29,2
26,0
27,3
35,3
13,0
25,1
52,3
26,1
22,1
22,2
25,0
22,1
21,0
23,0
23,1
34,3
22,2
32,4
31,2
32,1
43,6
16,0
14,0
45,4
16,0
25,1
21,0
22,1
34,3
16,0
26,1
29,1
31,2
13,0
31,3
17,0
14,0
20,0
32,2
58,3
64,6
22,0
20,0
25,0
14,0
13,0
26,2
38,3
17,0
54,8
32,4
19,0
79,4
27,2
18,0
30,2
25,1
42,2
39,6
51,5
74,8
40,8
13,0
22,1
50,5
16,0
14,0
18,0
22,0
45,2
52,3
24,1
29,2
38,0
38,3
33,4
17,0
14,0
26,0
46,5
40,4
17,0
15,0
25,0
45,5
25,0
43,4
73,11
40,7
58,11
37,0
17,0
57,11
44,0
32,4
