age,rs
28,4
47,5
47,5
38,5
19,1
42,7
42,9
38,3
40,5
35,8
35,8
21,2
38,3
30,7
26,6
22,2
49,5
67,5
53,7
21,2
43,2
71,4
55,1
45,5
40,1
31,1
50,8
24,3
32,5
46,2
27,2
