rs,age
4,37
1,26
7,36
1,24
0,20
9,47
0,26
0,29
8,39
0,21
0,17
0,17
7,54
8,44
0,20
2,26
4,31
5,35
0,16
0,55
0,18
0,24
3,26
0,15
7,37
4,34
0,22
1,26
7,47
6,44
0,22
8,53
0,19
11,50
1,19
0,21
6,33
7,41
0,18
1,21
0,17
8,44
1,30
2,27
4,39
2,54
0,20
1,20
5,30
0,23
5,48
5,36
7,49
0,16
0,22
0,20
6,51
0,19
