age,rs
78,8
76,8
72,13
68,4
68,9
57,10
55,8
55,10
52,1
51,11
50,8
48,9
47,13
47,9
46,9
46,9
44,9
44,10
42,9
36,8
38,6
37,6
36,9
35,9
34,9
34,3
30,8
29,4
29,6
32,3
32,8
31,5
30,3
29,4
28,1
28,0
27,2
27,4
27,4
27,5
27,5
26,3
25,1
25,3
25,3
25,5
24,3
24,2
23,3
23,1
23,2
22,1
22,2
22,2
22,0
22,2
18,0
21,2
21,2
20,0
17,0
19,0
18,0
18,3
18,0
17,0
17,0
16,0
16,0
16,0
16,0
15,0
14,0
14,0
14,0
14,0
14,0
14,0
